,review title,job title,job location,date,description,pros,cons
395,Productuctive and motivating as well as rewarded,Consultant,"Rustenburg, North West",05-May-16,"A typical day at work entailed you going in, sitting at your desk and doing the job you were employed to do. I learned ALOT of patience and tricks on Excel and Word. Mistakes are human but sorry does not excuse you all the time. Management was THE BEST TEAM EVER to have worked for. They did not dictate how you should complete a job unless you were under time limits. My co-workers were the same, they were there to do a job, just like I was, it was not about office politics or cliques. Loyalty and dedication. The hardest part of the job was being given a deadline and then that deadline was moved forward, and delivering with 100% confidence. The most enjoyable part of the day was EVERYDAY!",Getting off early., 
396,Empresa amplia,Jefe de Turno Mantención Mina,"Santiago de Chile, Región Metropolitana",01-May-16,Debido a ser una empresa con mucho persnal y muchas áreas falta  potenciar el concepto de trabajo en equipo., ,i work extra hours where necessary
397,Buen lugar de trabajo,Ayudante mecánico,"Antofagasta, Antofagasta","April 26, 2016","Comodo, compañeros agradables y buena comunicación a la hora de trabajar.", ,local que era servido a alimentação nao era adequado por causa da infra estrutura.
398,Good and caring company,WINCH OPERATOR,"Burgersfort, Limpopo","April 25, 2016","SAFETY FIRST,INTEGRITY AND COLLABORATION. I LIKE TEAM WORK. we work as a team so that we can achieve more, remember that working together  we can do more.i have learned more things working at this company for example to put safety first,collaboration.",Free mageu,shifts
399,Working in Multinational exploration company,Geologist,India,05-Aug-17,"Enjoyed while working in Multinational exploration company with overseas exploration expert. Learnt necessary software, exploration technique, behavior to work with foreigners.",work on scheduling,Multitasking
400,Otima empresa,Corporate and Compliance Legal Country Manager,Johannesburg,"April 22, 2016",A empresa propicia ambiente de trabalho tranquilo e liderança inspiradora. Oportunidades de trabalhar em outros lugares do mundo. Empresa sólida em seus conceitos e estrutura.,Ambiente de trabalho,Falta de plano de desenvolvimento na carreira
401,Dangerous,Mining Engineer,"Tumbler Ridge, BC","April 21, 2016","It the best company to learn and grow , the pressure constantly brings out the best from you.the production team and tech services really work hand in hand",good working team,expect long hours some days
402,Very productive,Técnico de Controle de Qualidade III,"Chañaral, Atacama","April 20, 2016","Gostei muito de trabalhar nesta empresa, uma empresa dinãmica que valoriza o empregado",Remuneração,Nada contra
403,nice jopb with challenges,Traductora,"Mokopane, Limpopo","April 19, 2016",Aprendí mucho porque nos llegaba mucho trabajo pero era muy mal pagado., , 
404,De Alto nivel en Seguridad e Integración laboral y Personal.,operador camión extracción y  perforadora,Limpopo,"April 18, 2016",una buena empresa para formase como operador y establecerse por varios años, , 
405,Pressure,Mine Planning Engineer,"Johannesburg, GP","April 13, 2016",There are opportunities to grow.Management is friendly and welcoming.Peers and subordinates are helpful at all times.Long working hours,Cellphone benefits,Long working hours
406,Production Orientated,operador de maquinaria pesada,"Pedra Branca do Amapari, AP","April 11, 2016","Excelente empresa con proyeccion a futuro, preocupados de sus trabajadores en todo sentido, gran capacitacion en general de seguridad y cursos de operacion mina, excelente ambiente laboral en general con colegas y jefaturas, Lo que mas destaco es que creci profecionalmente en el mundo minero gracias a sus capacitaciones de seguridad que se internalizaron en mi persona.","Ropa de trabajo, Seguros de vida y salud, Buena alimentacion en general.",Mas transparencia en desvinculaciones que no estaba deacuerdo.
407,El ambiente es grato,Millwright,"Centro, RJ","April 7, 2016",Report all incidents and accidents immediately to the Engineer.Complete the work area safety declaration report in the beginning of each shift.,Good Learning curve,nothing
408,"Empresa Responsável, preocupada com segurança e respeito a diversidade.",Acting Exploration Geologist,"Nogales, VS","April 6, 2016",Anglo is a large mining company with its pros and cons. I was part of the company for a short period of time and enjoyed the time I did work for them, , 
409,"Productive, challenging and Growth",Construction Manager,"Catalão, GO","April 6, 2016","I was Supervisor, and in control of many projects that was completed successfully.I am wihout a job at this moment because of my contract ending. Can starts immediately", , 
410,"Empresa super agradável de trabalhar, amiga dos funcionários e bem organizada",Project administrator,"Santiago de Chile, Región Metropolitana","April 4, 2016","I enjoyed my time working with Anglo American. Their work ethics are outstanding, their staff are highly effective and their red tape procedures work.", , 
411,Inviabilidade de gerencia,Stenographer,"Rustenburg, NW","April 3, 2016",Working in typing pool and taking shorthand.To be a part of a teamManagement style of typing pool - autocraticCo-workers friendlyHardest part of job - typing up accounting sheets on a micron typewriter and stencil.Companionship of fellow typists.,Free lunches in staff restaurant, 
412,Productive n safe work place,Employee Data Management Officer,"Swartklip, Limpopo","April 2, 2016",overall I had a great working experience at anglo American.  Good working conditions and I had great co workers. I had good relationships with all my managers and enjoyed working there, , 
413,self development,Senior Industrial Engineer,Catalão - GO,30-Mar-16,Anglo American had very fun workers I worked with. Very detailed oriented and technical.One had to work at his own pace and manage projects at his own from concept to implementation.You get exposed to international projects and travelling.,Free lunch indeed,Long hours on your own schedule.
414,Energetic and Team player,Asistente en Recursos Humanos,"Nogales, VS",29-Mar-16,"Ambiente motivador, resaltante y estimulante para progresar", , 
415,"Fun workplace, restaurant and transport officials.",Engineering CAD Coordinator,"Johannesburg, GP",25-Mar-16,"Key employee not at work and you have to ensure that the work continues as usual. Will you also join the team or will you ignore the struggle of the team members?I have learned to accept the challenges that comes unexpected and  be prepared at all the time that situations are not always the same in the same recurring activities.Give individual responsibilities for the duties they are executing, and always appraise them for the effort they are putting.Co-workers sometimes will test your capabilities in the expertise they are more knowledgeable with.The hardest part of the job is when someone is injured and you have to be resilient and carry on with some activities on the other hand ensuring health and safety to the injured person.The most enjoyable part of the work is when there are no injuries, production is not disturbed by breakdowns, financial issues resolved among the organization to replace what are due for replacement and maintenance's schedules.",Always on time to work,Never be influenced by personal life to make decisions.
