,review title,job title,job location,date,description,pros,cons
249,Exciting challenge with the opportunity to inject and add value to the business,Parts Coordinator-Mobile Equipment & Maintenance,Tom Price WA,"July 28, 2016","Developing, understanding, and implementing robust systems ensuring part availability for production operation for the business was exciting and challenging. Love building relationships and networking, providing and or inputting constructive ideas to staff. Love working with people and overall management and co-workers were greatLoved identifying, planning, and implementing developments in order to close gaps, cost saving to the business unit.The hardest part of the job was the management of staff personalities rather than the actual job. Love a good challenge.To know I put systems in place for anyone to be able to pick up and know what to do in my absence was a great feeling. Saving the company a ton of money was the icing on the cake. Great feeling.",Great benefits and management very supportive to the voluntary work I did.,Would like to have done rostered duties rather than 5 & 2. For e.g. 14 days on 14 days off.
250,Production driven,Equipment Operator/Labourer,"Kitimat, BC","July 22, 2016",Shift work with rotating 12hr shifts Heavy machinery with 1950s technology aluminum production. Highly hazardous materials but great emphasis on safety, , 
251,fast pace work environment.,Operations Supervisor,"Kitimat, BC","July 22, 2016",Senior management promotes the idea of us vs them (management vs workers) this makes the work environment on a daily basis extremely depressing and counter productive.,Good pay,bad management
252,Good place to work,Analytics Consultant,"New Delhi, Delhi","August 26, 2018",Good place to work Salary & Perks are goodLeadership is excellentWork life balance is excellentJob InsecurityCareer growth/opportunities record is dismal, , 
253,Very laid back,Shot firer/assistant shot firer,Pilbara WA,"July 11, 2016","Prestart ,Task allocation,Log and Load Shots,Blast area clearances then Fire Shots this is repeated daily. When we arent blasting we are operating other equipment like dump trucks loaders or water carts", , 
254,Milieu de travail stimulant.,Area Manager-Project OBP,"Montréal, QC","June 14, 2016","Journée longue et très occupéeJ'ai appris a négocier avec différents responsables d'opération Aspect le plus agréable: la disponibilités et collaboration des gens d'opération.Pas vraiment d'aspect difficile, compte tenu de mon expérience en opération.", , 
255,"Busy, Challenging and Rewarding Role",Service Desk Officer,Perth CBD,"June 12, 2016","At Rio Tinto, I was able to development my skills while working in a well-structured, supportive and enthusiastic team. I was able to assist with changing and modifying the roles and created new ones, also with building and introducing new systems. Provided support to both site and other parts of Rio Tinto including: Dampier Salt and Argyle.","Busy, well-structured environment with enthusiastic team",Denied assistance with certificate 4 development
256,Good company to work for with loads of benefits!,Buildings & Grounds Crew Leader,Weipa QLD,"June 7, 2016","Busy workplace organising staff, planning required maintenance works. Safety is a high focus of the business & the most challenging thing about the role was having time to perform safety interactions with team members in the field whilst conducting their day to day activities.Great team of co-workers that supported me and each other. The best thing about the job was we all got on well in & outside of work.", , 
257,productive,Training officer/operator,Tom Price WA,"June 6, 2016","good all round Company,that look after their employeesdiciplined employees when necessarybut were fair i would work for Rio Tinto again",bonus on top of salary,working Christmas day was a day in lei its been removed
258,Excellent Company to work for,Materials Controller,Tom Price WA,"June 3, 2016","Typical FIFO work, Installing multiple bores for the production of 10 pump stations. Co-workers excellent, food and accommodation excellent and very well managed. The most important part of the job relaxing in the wet mess and having a nice barbecue with your co-workers after a goods days work.",Excellent Working Conditions, 
259,Journée typique,Superviseur,"Havre-Saint-Pierre, QC","June 2, 2016",Arriver en train à la minerencontre des gestionnaires pour le bilan du quartpréparation des objectifs de la journéeDispatch des équipements avec les employéstransporter les employé sur la mine vers les équipementsprogrammer l'ordinateur pour le quart suivi sur le terrain des objectifs,horraire avec rotation,Prendre le train pour aller et revenir de la mine
260,good working team,Fixed plant fitter at Argyle Diamond Mine,kununurra wa,"May 31, 2016",rebuilding screens and maint on all parts of the mine.from one month long shut downs to two day shuts the work 'was fun but hard and hot work.,free food and rent,long days and a hot climate
261,"Good company, global opportunities","Major Projects - Manager, Procurement & Contracts","Salt Lake City, UT","May 22, 2016","Mining industry is cyclical; so as expected it is lean during downturns, and very good (global) opportunity during good times.  Strong procurement organization to support the operational business needs on a global, regional, and local level.  Also a independent major capital project group focused upon expansion and growth projects.","challenging opportunities, good benefits",Cyclical nature (up and down) of the mining industry
262,Meeting targets and achieving goals.,Fixed plant mechanical supervisor,Brockman / Nummuludi Pilbara WA,"May 17, 2016",Eliminating down time and getting the plant into production with motivated team members in a timely and safe manner to meet our required production targets.  The most enjoyable part of the job is making the plant run effectively with no breakdowns., , 
263,Good benefits.,Mobile/Fixed Plant Operator,Paraburdoo WA,"May 16, 2016","Very busy plant to work at, Days are organised well with maintenance and production requirements. Had a great team that was there when you needed help.", , 
